Sample	aligner	var_caller	cpu_time	wall_time	compute_efficiency	num_task_threads	cost_per_task	per_vcpu_seconds	theoretical_min_cost_per_task	Fscore(all)	Fscore(SNPts)	Fscore(SNPtv)	Fscore(SNPall)	Fscore(INS50)	Fscore(Del50)	Fscore(Indel50)	YieldBases	WgsCoverageMedian	WgsCoverageMean	cost_per_vcpu_sec	cost_per_vcpu_sec_gb
RIH0_ANA0-HG001-19	bwa2a	alNsort	488156.16000000003	2960.5559	0.8588	192.0	2.697395	2542.48	3.140888448998603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109687606943.0	31.0	31.121273	5.525680552714936e-06	5.037652572351585e-08
RIH0_ANA0-HG001-19	bwa2a	clair3	1895415.7600000002	32173.1853	0.8965874263181884	1536.0	10.192063000000001	1233.9946354166668	11.367617591798522	0.9957155570999513	0.9960264924670573	0.9952193308977055	0.9956229116823814	0.9941139856151205	0.996257359496509	0.9976782517767577	109687606943.0	31.0	31.121273	5.3772176084470245e-06	4.902301871934663e-08
RIH0_ANA0-HG001-19	bwa2a	deep	95906.79999999999	24970.8067	0.18663695558604812	1536.0	7.377117000000001	62.43932291666666	39.52656094735115	0.9971828688494364	0.9973609497224063	0.9968008483810972	0.9970808990517517	0.9962612098753186	0.9979638338100548	0.9982149232416994	109687606943.0	31.0	31.121273	7.691964490526221e-05	7.012610362192885e-07
RIH0_ANA0-HG001-19	bwa2a	lfq2	190503.6	189030.71240000002	0.9650534843479174	73.0	1.5343400000000003	2609.638356164384	1.5899015182943435	0.9230018950269898	0.9908726446824552	0.9859308761820508	0.988401760432253	0.0	0.0	0.0	109687606943.0	31.0	31.121273	8.054126011266979e-06	7.342785785683488e-08
RIH0_ANA0-HG001-19	bwa2a	mrkdup	0.0	407.5754	0.0	192.0	0.371346	0.0	0.371346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109687606943.0	31.0	31.121273	0.0	0.0
RIH0_ANA0-HG001-19	bwa2a	oct	28381091.66	16875.4785	27.618704153077292	4672.0	5.14634	6074.719961472602	0.18633531723560579	0.992548554369793	0.9954871661250797	0.9941915989390413	0.9948393825320605	0.9940228149603344	0.9772287512054699	0.8057238067235126	109687606943.0	31.0	31.121273	1.8132988193872738e-07	1.653148309024162e-09
RIH0_ANA0-HG001-19	bwa2a	sentd	7220152.600000001	1195.2892999999997	71.55308336237438	192.0	0.569791	37604.96145833334	0.007963192824470512	0.997054736425147	0.997142456761575	0.9965457164440855	0.9968440866028303	0.9975231175693527	0.9979533793474167	0.9983288294694922	109687606943.0	31.0	31.121273	7.891675308912446e-08	7.194682725655064e-10
RIH0_ANA0-HG001-19	sent	alNsort	58385.28	1524.7943	0.1994	192.0	1.389257	304.09	6.967186559679037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109715090151.0	31.0	31.114988	2.37946448145834e-05	2.1687668288687566e-07
RIH0_ANA0-HG001-19	sent	clair3	846247.12	33620.4789	0.4651533058286805	1536.0	10.407254	550.9421354166667	22.37381497581589	0.9956459825968367	0.9959494269578525	0.9951625940433998	0.9955560105006261	0.9941313720757431	0.996116607680291	0.9976232706633558	109715090151.0	31.0	31.114988	1.2298126343992758e-05	1.1209147553966319e-07
RIH0_ANA0-HG001-19	sent	deep	461555.6400000001	16659.100899999998	1.0017753006506434	1536.0	4.988439	300.49195312500007	4.979598715161031	0.9972845700605145	0.9974564644038816	0.9969389934498673	0.9971977289268744	0.9963300065653679	0.997992582913377	0.9982685682666048	109715090151.0	31.0	31.114988	1.0807882230623373e-05	9.850862097227074e-08
RIH0_ANA0-HG001-19	sent	lfq2	162156.97999999998	160483.2149	0.9670185956526617	73.0	0.8653029999999999	2221.3284931506846	0.8948152640394555	0.9231044797198179	0.9909548313140342	0.9860386096547082	0.9884967204843712	0.0	0.0	0.0	109715090151.0	31.0	31.114988	5.336205694013295e-06	4.8636934870755865e-08
RIH0_ANA0-HG001-19	sent	mrkdup	48291.840000000004	488.9262	0.5144	192.0	0.445466	251.52	0.8659914463452566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109715090151.0	31.0	31.114988	9.224456968299406e-06	8.407646528480139e-08
RIH0_ANA0-HG001-19	sent	oct	29855619.139999993	15716.9401	29.44363904571732	4672.0	4.5715	6390.329439212327	0.1552627374932088	0.9925726937237792	0.9955032328385868	0.9942333105435956	0.9948682716910913	0.9940763935059086	0.9772213800993752	0.8056160166284292	109715090151.0	31.0	31.114988	1.5312025446744768e-07	1.3956170865530849e-09
RIH0_ANA0-HG001-19	sent	sentd	7276858.880000001	1061.2240000000002	65.44008182501953	192.0	0.6688599999999999	37900.30666666667	0.010220952990072155	0.9971418351686239	0.9972180652778682	0.996663510722309	0.9969407880000886	0.99761047146601	0.9980131195784818	0.9983821359361388	109715090151.0	31.0	31.114988	9.191603286939101e-08	8.377701986380152e-10
RIH0_ANA0-HG001-19	strobe	alNsort	556920.96	1835.7166	1.5801	192.0	1.672542	2900.6299999999997	1.058503892158724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109259878907.0	31.0	31.006763	3.0031945646290635e-06	2.7486709619963313e-08
RIH0_ANA0-HG001-19	strobe	clair3	1138937.0000000002	31565.696900000003	0.6334876569046399	1536.0	9.513362	741.4954427083335	15.017438613538866	0.9941195968854969	0.994413854077596	0.9933373283156356	0.9938755911966157	0.9932096163954143	0.9952956454904456	0.9975113765642776	109259878907.0	31.0	31.006763	8.35284304575231e-06	7.644931633927671e-08
RIH0_ANA0-HG001-19	strobe	deep	435669.92000000004	17140.602	1.0302537957635451	1536.0	5.442381	283.63927083333334	5.2825634056184425	0.9959310916242913	0.9960302146164514	0.9953273113112268	0.9956787629638391	0.9959341046170712	0.997455964374683	0.9983222075464964	109259878907.0	31.0	31.006763	1.2491982462319179e-05	1.1433275038637124e-07
RIH0_ANA0-HG001-19	strobe	lfq2	162841.52	161013.5763	0.9693774864391725	73.0	0.7177370000000001	2230.7057534246574	0.7404102220657849	0.9221613380136898	0.9901496553779775	0.9853004024958392	0.9877250289369084	0.0	0.0	0.0	109259878907.0	31.0	31.006763	4.407579835904259e-06	4.0340332425738e-08
RIH0_ANA0-HG001-19	strobe	mrkdup	42153.600000000006	589.521	0.3724	192.0	0.537119	219.55000000000004	1.4423174006444683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109259878907.0	31.0	31.006763	1.2741948493129884e-05	1.1662056210016118e-07
RIH0_ANA0-HG001-19	strobe	oct	32268155.939999994	17319.5791	29.348831043293686	4672.0	5.0241929999999995	6906.711459760273	0.17118886243164516	0.9915688918271018	0.9944351563171365	0.9929783958089226	0.9937067760630296	0.9938294789934004	0.9770422401283286	0.8060111433728321	109259878907.0	31.0	31.006763	1.557012743257494e-07	1.4250544287924706e-09
RIH0_ANA0-HG001-19	strobe	sentd	9448.8	1093.6582	0.6543367132334265	192.0	0.7019859999999999	49.2125	1.0728207447372362	0.996400241438352	0.996468198695088	0.9957890082613318	0.9961286034782099	0.9971680079295778	0.9975999523957501	0.9982933940126574	109259878907.0	31.0	31.006763	7.429366692066716e-05	6.799720781669963e-07
RIH0_ANA0-HG002-19	bwa2a	alNsort	467333.76	2946.4818	0.8261	192.0	2.684572	2434.03	3.2496937416777634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108107315386.0	31.0	30.863609	5.744442686956748e-06	5.313648448716042e-08
RIH0_ANA0-HG002-19	bwa2a	clair3	1084042.1600000001	33737.0588	0.5331450198677389	1536.0	10.134817000000002	705.7566145833334	19.009493894389596	0.9958871855630853	0.996079768269868	0.995664483141323	0.9958721257055956	0.9940566929333635	0.9965657517913943	0.9981265185445392	108107315386.0	31.0	30.863609	9.349098562734868e-06	8.64797958339236e-08
RIH0_ANA0-HG002-19	bwa2a	deep	824272.12	14542.5384	2.1643511124311714	1536.0	4.1310519999999995	536.6354947916667	1.9086792231966805	0.9968109122208421	0.9968686378057728	0.9965669142190551	0.996717776012414	0.9961080301147761	0.9977045491841363	0.999216544220905	108107315386.0	31.0	30.863609	5.011757524929994e-06	4.635909704200297e-08
RIH0_ANA0-HG002-19	bwa2a	lfq2	180389.36	179277.4304	0.9726580441783916	73.0	0.793019	2471.087123287671	0.8153112028902887	0.9162289999378543	0.9894187409167962	0.9841320195318083	0.9867753802243022	0.0	0.0	0.0	108107315386.0	31.0	30.863609	4.396151746422295e-06	4.066470183563175e-08
RIH0_ANA0-HG002-19	bwa2a	mrkdup	49397.759999999995	507.5927	0.5069	192.0	0.46597	257.28	0.9192542907871375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108107315386.0	31.0	30.863609	9.433018825145108e-06	8.725606395334366e-08
RIH0_ANA0-HG002-19	bwa2a	oct	26259821.779999997	16621.060599999997	26.56055129528986	4672.0	4.970487	5620.681031678082	0.1871379454718414	0.991690308438456	0.9949417061673952	0.9937997020156693	0.9943707040915322	0.9940806384861015	0.9753415993763697	0.8055587012440749	108107315386.0	31.0	30.863609	1.892810637346222e-07	1.7508626780601221e-09
RIH0_ANA0-HG002-19	bwa2a	sentd	7182452.8	1075.0131000000001	69.36479276782327	192.0	0.6245379999999999	37408.60833333333	0.00900367427162139	0.996576174797849	0.9965934878670891	0.9961289034942432	0.9963611956806662	0.9972793355851115	0.9973667666979017	0.9990744685539673	108107315386.0	31.0	30.863609	8.695330375160975e-08	8.043239575521851e-10
RIH0_ANA0-HG002-19	sent	alNsort	66735.36	1759.7673	0.1975	192.0	1.603344	347.58	8.118197468354431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108147477309.0	31.0	30.85845	2.402540422348812e-05	2.2215408829965132e-07
RIH0_ANA0-HG002-19	sent	clair3	915417.5599999999	35412.1662	0.4079080679320448	1536.0	10.638236999999998	595.9749739583333	26.07998673311916	0.9956767342912013	0.9958850772950647	0.9954108826059581	0.9956479799505114	0.993865809290126	0.9963422221693832	0.9982102514450019	108147477309.0	31.0	30.85845	1.1621185199899376e-05	1.0745683107055022e-07
RIH0_ANA0-HG002-19	sent	deep	174171.8	17252.505	0.33269197188063754	1536.0	5.334738999999999	113.39309895833333	16.035069827035034	0.99690562657036	0.9969619069876138	0.9966896639641724	0.9968257854758931	0.9962054979150275	0.9977026220160777	0.9992315422356209	108147477309.0	31.0	30.85845	3.062917762806608e-05	2.832167553992231e-07
RIH0_ANA0-HG002-19	sent	lfq2	184392.12	182516.15800000002	0.976378497199858	73.0	0.819732	2525.9194520547944	0.8395637576522811	0.9163141716591667	0.9894839569018951	0.984201956123868	0.9868429565128816	0.0	0.0	0.0	108147477309.0	31.0	30.85845	4.4455912758094e-06	4.11067496572982e-08
RIH0_ANA0-HG002-19	sent	mrkdup	58076.16	519.0144	0.5828	192.0	0.47288	302.48	0.8113932738503775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108147477309.0	31.0	30.85845	8.142411619501014e-06	7.52898895296137e-08
RIH0_ANA0-HG002-19	sent	oct	27080629.12	15084.9057	28.017369653688924	4672.0	4.480114	5796.367534246576	0.15990487527476097	0.9917405768653277	0.9949919495401843	0.9938573630376909	0.9944246562889376	0.9941549331870326	0.9753306588909276	0.8055227335264886	108147477309.0	31.0	30.85845	1.6543611229073247e-07	1.52972696550329e-09
RIH0_ANA0-HG002-19	sent	sentd	7749892.119999999	1498.4516	70.50669391620332	192.0	0.559023	40364.02145833333	0.007928651436477715	0.9966431989784467	0.9966459154246796	0.9962609509794276	0.9964534332020536	0.9972670001852881	0.9973629171592253	0.9991184508242485	108147477309.0	31.0	30.85845	7.213300409141696e-08	6.66987394308957e-10
RIH0_ANA0-HG002-19	strobe	alNsort	555615.36	1090.548	2.6536	192.0	1.150437	2893.83	0.43353821223997585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107651127323.0	31.0	30.740984	2.0705637079579658e-06	1.9234017882092198e-08
RIH0_ANA0-HG002-19	strobe	clair3	794814.72	31334.315000000006	0.4158183094210099	1536.0	9.403220000000001	517.4575	22.613770935419247	0.9940719180396625	0.9942574993783982	0.9933850236268976	0.9938212615026479	0.9934531578201449	0.9954198352250543	0.9980948472946831	107651127323.0	31.0	30.740984	1.1830706909907257e-05	1.0989858819044239e-07
RIH0_ANA0-HG002-19	strobe	deep	192087.18	18053.8015	0.5608938433649416	1536.0	5.1807490000000005	125.0567578125	9.236594520131295	0.9954596386807609	0.9954251847597766	0.9949458042678127	0.9951854945137946	0.9958071057634887	0.9971752306499343	0.9991432032381009	107651127323.0	31.0	30.740984	2.697082126980052e-05	2.505391438110664e-07
RIH0_ANA0-HG002-19	strobe	lfq2	161975.98000000004	160293.16210000002	0.9712108051285608	73.0	0.756211	2218.849041095891	0.778627045752337	0.9155085033659879	0.9888674606757947	0.9837237936679554	0.986295627171875	0.0	0.0	0.0	107651127323.0	31.0	30.740984	4.668661365716075e-06	4.33684391591002e-08
RIH0_ANA0-HG002-19	strobe	mrkdup	0.0	760.8802	0.0	192.0	0.698488	0.0	0.698488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107651127323.0	31.0	30.740984	0.0	0.0
RIH0_ANA0-HG002-19	strobe	oct	34481418.24	17077.537600000003	31.18601697784301	4672.0	4.876047	7380.440547945206	0.15635363129136773	0.9907253766033762	0.9938846853464591	0.9925835972128332	0.9932341412796462	0.9940605346658812	0.9751695245948712	0.8054045307443366	107651127323.0	31.0	30.740984	1.414108597871872e-07	1.313603148463958e-09
RIH0_ANA0-HG002-19	strobe	sentd	7306368.800000002	1062.0576	67.12279920672385	192.0	0.591916	38054.00416666667	0.008818404580789687	0.995874952553058	0.9958458676063925	0.9953091384606703	0.9955775030335314	0.9968838556755333	0.9972154872699515	0.9989558977073867	107651127323.0	31.0	30.740984	8.101370409881306e-08	7.525578794519901e-10
RIH0_ANA0-HG003-19	bwa2a	alNsort	472296.96	2634.5114	0.9337	192.0	2.77919	2459.88	2.9765342186997965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109163488812.0	31.0	30.960142	5.884412213874931e-06	5.390458181497838e-08
RIH0_ANA0-HG003-19	bwa2a	clair3	1257059.24	33113.1319	0.6011121403093143	1536.0	10.298765000000001	818.3979427083333	17.1328514421628	0.9952406985815413	0.9954997285984022	0.9946629445658838	0.9950813365821429	0.9940303291771778	0.9961173184934122	0.9984692220864966	109163488812.0	31.0	30.960142	8.192744361037434e-06	7.505022466941192e-08
RIH0_ANA0-HG003-19	bwa2a	deep	106714.32	16857.6443	0.2383713820350758	1536.0	5.214112	69.47546875	21.873900950210356	0.9965721180271326	0.9966395220653604	0.9961284241002795	0.9963839730828199	0.9964489989945037	0.9978002948058508	0.9983869967119549	109163488812.0	31.0	30.960142	4.886047158431971e-05	4.475898683347012e-07
RIH0_ANA0-HG003-19	bwa2a	lfq2	187637.17999999996	186260.46019999997	0.9735030036511431	73.0	1.0796120000000002	2570.372328767123	1.1089970918948304	0.9183283987703553	0.9895678735048259	0.9844286926543199	0.9869982830795729	0.0	0.0	0.0	109163488812.0	31.0	30.960142	5.753721090884017e-06	5.270737637190218e-08
RIH0_ANA0-HG003-19	bwa2a	mrkdup	48764.159999999996	565.6522	0.44900000000000007	192.0	0.519269	253.98	1.156501113585746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109163488812.0	31.0	30.960142	1.0648578792293358e-05	9.75470728187536e-08
RIH0_ANA0-HG003-19	bwa2a	oct	28702128.979999997	16933.4939	27.735843131397473	4672.0	5.115586	6143.435141267122	0.1844395346398922	0.9917097931461561	0.9948878769176022	0.993493768719824	0.9941908228187131	0.9944582276583743	0.9753050669008885	0.8051278502473962	109163488812.0	31.0	30.960142	1.782301934314561e-07	1.6326905210807426e-09
RIH0_ANA0-HG003-19	bwa2a	sentd	9821.199999999999	1367.3764	0.4467198093919276	192.0	0.7521739999999999	51.15208333333333	1.6837713129933833	0.9964421830222023	0.9964759105008801	0.9958677086942715	0.9961718095975758	0.9973548967228286	0.9974969871141188	0.9987892334916644	109163488812.0	31.0	30.960142	7.65867714739543e-05	7.015786350127659e-07
RIH0_ANA0-HG003-19	sent	alNsort	67908.48	1669.0811	0.2119	192.0	1.760741	353.69	8.309301557338367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109201405818.0	31.0	30.953725	2.592814623446144e-05	2.3743417990125933e-07
RIH0_ANA0-HG003-19	sent	clair3	1425241.4	33662.2896	0.6893972174931209	1536.0	10.128347999999999	927.8915364583332	14.691599767156102	0.995111337194906	0.9953857585733006	0.9945113474786648	0.9949485530259827	0.9938382214726783	0.9959759589874034	0.9985434486178257	109201405818.0	31.0	30.953725	7.106408780996679e-06	6.507616571201053e-08
RIH0_ANA0-HG003-19	sent	deep	184940.76	17707.418800000003	0.47780188345716756	1536.0	5.485040000000001	120.40414062500001	11.479737083312912	0.9966756544359854	0.9967398755815103	0.9962513866223259	0.9964956311019182	0.9965654556685315	0.9978457028471769	0.9984180160059557	109201405818.0	31.0	30.953725	2.9658361953308725e-05	2.715932247496767e-07
RIH0_ANA0-HG003-19	sent	lfq2	181170.64	179699.15199999997	0.973243601851052	73.0	0.799786	2481.789589041096	0.8217737044239019	0.9184163581184503	0.9896368946549842	0.9845077736404002	0.9870723341476921	0.0	0.0	0.0	109201405818.0	31.0	30.953725	4.4145453148479245e-06	4.042571871469682e-08
RIH0_ANA0-HG003-19	sent	mrkdup	37898.88	541.1513	0.3648	192.0	0.57087	197.39	1.5648848684210526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109201405818.0	31.0	30.953725	1.5062978114392826e-05	1.3793758424225293e-07
RIH0_ANA0-HG003-19	sent	oct	26475878.900000002	18018.1086	25.642039409556624	4672.0	5.470048	5666.9261344178085	0.2133234378370602	0.9917283019691137	0.9948985627386505	0.9935240477346448	0.9942113052366477	0.9945156042005621	0.9753099440997957	0.8050122884142753	109201405818.0	31.0	30.953725	2.0660496373550037e-07	1.8919624906646126e-09
RIH0_ANA0-HG003-19	sent	sentd	8408.8	1150.3823000000002	0.5273558348396917	192.0	0.6355069999999999	43.79583333333333	1.20508195418599	0.9965363198754942	0.9965677372634086	0.9959886967354694	0.9962782169994391	0.9973834703583945	0.9975568556361238	0.9988669698427727	109201405818.0	31.0	30.953725	7.557641994101418e-05	6.920828479715112e-07
RIH0_ANA0-HG003-19	strobe	alNsort	548760.96	1646.5254	1.7359	192.0	1.736947	2858.1299999999997	1.0006031453424737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108739417996.0	31.0	30.822678	3.165216053270262e-06	2.9108267375375274e-08
RIH0_ANA0-HG003-19	strobe	clair3	1352234.68	32771.171500000004	0.6100407064864412	1536.0	9.67239	880.3611197916666	15.855318992905566	0.9938300116361518	0.9940805004787061	0.9928742982405236	0.9934773993596149	0.9935968660655861	0.9953668607641478	0.9982190698898921	108739417996.0	31.0	30.822678	7.15289301706121e-06	6.578012967960093e-08
RIH0_ANA0-HG003-19	strobe	deep	628930.06	17057.4227	1.966412455569384	1536.0	4.977773999999999	409.4596744791667	2.531398733720216	0.9952977709440572	0.9953082450503743	0.9945535126283751	0.9949308788393747	0.9961080967365864	0.9973167014196114	0.9984015890997687	108739417996.0	31.0	30.822678	7.914670194011714e-06	7.278565896226203e-08
RIH0_ANA0-HG003-19	strobe	lfq2	144028.15000000002	142664.23260000002	0.971490493590011	73.0	0.752754	1972.988356164384	0.774844432309677	0.9174014108268318	0.9888161921040192	0.9837144975248906	0.9862653448144549	0.0	0.0	0.0	108739417996.0	31.0	30.822678	5.226436637560087e-06	4.806386436381646e-08
RIH0_ANA0-HG003-19	strobe	mrkdup	41973.12	567.6411	0.3851	192.0	0.598814	218.61	1.5549571539859777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108739417996.0	31.0	30.822678	1.4266606818840246e-05	1.3119995565329444e-07
RIH0_ANA0-HG003-19	strobe	oct	34288853.620000005	17013.1543	30.85218867321739	4672.0	4.889456000000001	7339.223805650686	0.15848003692018484	0.990715380293168	0.993786769079819	0.9923098697420876	0.9930483194109533	0.9943215349421988	0.9751009382505572	0.8050477773161613	108739417996.0	31.0	30.822678	1.425960766780514e-07	1.311355893805656e-09
RIH0_ANA0-HG003-19	strobe	sentd	7434611.599999999	3884.3182	50.72587477503197	192.0	1.1235240000000002	38721.93541666666	0.022148932965331835	0.9957125680935635	0.9956898104877867	0.9950181767959682	0.9953539936418774	0.9970562808461277	0.9973170128585558	0.9987569919204474	108739417996.0	31.0	30.822678	1.5112073911164376e-07	1.3897512226633654e-09
RIH0_ANA0-HG004-19	bwa2a	alNsort	463991.04	2960.8618	0.8161999999999999	192.0	2.697674	2416.62	3.3051629502572903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109437245470.0	31.0	31.146989	5.814064857804151e-06	5.312692980195631e-08
RIH0_ANA0-HG004-19	bwa2a	clair3	1029394.88	34167.7332	0.543198880201671	1536.0	10.605380000000002	670.1789583333333	19.523935682751393	0.9957098569125387	0.9958324314056377	0.9953834614106389	0.9956079464081383	0.9945249443362092	0.9967689327680836	0.9983684832881797	109437245470.0	31.0	31.146989	1.0302538128031104e-05	9.414105850147094e-08
RIH0_ANA0-HG004-19	bwa2a	deep	148189.92	17537.0305	0.4524839292443102	1536.0	5.315535000000001	96.47781250000001	11.74745589059358	0.9965375948723442	0.9965417157609188	0.9962169248120196	0.9963793202864692	0.9963587756111746	0.9977518013105999	0.9990220711029533	109437245470.0	31.0	31.146989	3.586974741601858e-05	3.2776544458852947e-07
RIH0_ANA0-HG004-19	bwa2a	lfq2	176717.68000000002	175058.103	0.9661526018368697	73.0	0.844741	2420.7901369863016	0.8743349636423486	0.9176312970408603	0.9892914810819704	0.9840521408879811	0.9866718109849757	0.0	0.0	0.0	109437245470.0	31.0	31.146989	4.7801725328218425e-06	4.3679576475928664e-08
RIH0_ANA0-HG004-19	bwa2a	mrkdup	35738.88	560.6089	0.332	192.0	0.514639	186.14	1.550117469879518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109437245470.0	31.0	31.146989	1.4399975600802263e-05	1.3158203625245414e-07
RIH0_ANA0-HG004-19	bwa2a	oct	28326534.04	15861.7772	29.217132073060146	4672.0	4.844304	6063.04238869863	0.16580354252040785	0.9916021222103657	0.9947811379270058	0.9936034835964546	0.9941923107617302	0.9945240364335151	0.9749830658978489	0.8031287685917191	109437245470.0	31.0	31.146989	1.7101647498276145e-07	1.5626898707866524e-09
RIH0_ANA0-HG004-19	bwa2a	sentd	7613813.68	1075.9756000000002	74.28191826802465	192.0	0.475726	39655.27958333333	0.006404331108998577	0.9963300399193427	0.9962990459296247	0.9958400636444239	0.9960695547870243	0.9972978536680499	0.9974965014167481	0.9989178139842481	109437245470.0	31.0	31.146989	6.248195976342831e-08	5.709387100807145e-10
RIH0_ANA0-HG004-19	sent	alNsort	67084.79999999999	1723.6245	0.2027	192.0	1.570413	349.3999999999999	7.747474099654663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109475571384.0	31.0	31.142648	2.340937142243847e-05	2.1383191817585505e-07
RIH0_ANA0-HG004-19	sent	clair3	1347988.28	33207.254	0.7084980014920209	1536.0	10.39672	877.5965364583334	14.67431097632685	0.9955022741842847	0.9956171633719576	0.9951372460230596	0.9953772046975087	0.994480592912194	0.9966046326449362	0.99851326795717	109475571384.0	31.0	31.142648	7.712767354327443e-06	7.045194883956251e-08
RIH0_ANA0-HG004-19	sent	deep	90108.51999999999	20258.9556	0.2211639571041673	1536.0	6.1965580000000005	58.66440104166666	28.01793782827573	0.9966497368782877	0.9966451424642816	0.9963729855016983	0.9965090639829899	0.9964653883624702	0.9977764870125239	0.9989920113135445	109475571384.0	31.0	31.142648	6.876772584878768e-05	6.281558979726701e-07
